,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Laptop_ID,Storage Size (GB),Disk Type,Disk Type Numeric,Processor Rank,GPU Rank,Brand Score,Log Price,Performance Score
7024,MSI,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3080,16.0,1366x768,8.3,2.96,macOS,799.54,7024,1024.0,SSD,1,1,7,2517.552226890756,6.685286499957891,1.7391125035522053
7025,Samsung,Intel i5,16,512GB SSD,Nvidia RTX 2060,14.0,1366x768,8.6,1.71,Windows,898.5,7025,512.0,SSD,1,2,5,1959.007248495271,6.801839053390588,5.2259479852341535
7026,Apple,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,11.4,1.88,FreeDOS,1556.3,7026,1024.0,SSD,1,1,5,2915.3642789223454,7.350708831501293,5.028272486662736
7027,Apple,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3060,14.0,1366x768,6.9,1.39,Windows,1129.01,7027,2048.0,SSD,1,2,6,2915.3642789223454,7.029981761224751,3.013824648206382
7028,Samsung,AMD Ryzen 9,64,1TB SSD,Nvidia GTX 1650,16.0,1366x768,8.4,2.38,Linux,3708.38,7028,1024.0,SSD,1,4,2,1959.007248495271,8.218620025733097,19.068189139130382
7029,HP,Intel i3,16,512GB SSD,AMD Radeon RX 6800,16.0,1366x768,11.1,2.11,FreeDOS,1060.99,7029,512.0,SSD,1,1,4,1938.5187334437085,6.967899785561695,4.970222441800483
7030,Lenovo,AMD Ryzen 7,4,1TB SSD,Nvidia GTX 1650,17.3,1366x768,8.3,1.33,FreeDOS,1190.03,7030,1024.0,SSD,1,3,2,1978.465790393013,7.0825737579549415,1.8442132763837722
7031,Samsung,Intel i5,16,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,5.3,3.2,FreeDOS,1865.94,7031,1024.0,HDD,0,2,2,1959.007248495271,7.532056005906942,5.051797850647393
7032,Lenovo,AMD Ryzen 7,16,512GB SSD,Nvidia GTX 1650,15.6,1366x768,8.7,2.57,macOS,1347.63,7032,512.0,SSD,1,3,2,1978.465790393013,7.206844541344472,5.24947334921881
7033,Acer,AMD Ryzen 5,64,1TB SSD,AMD Radeon RX 6800,13.3,1366x768,6.2,1.61,FreeDOS,2005.83,7033,1024.0,SSD,1,2,4,1914.1085150214592,7.604311641671172,18.788938231712052
7034,Dell,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,11.2,2.28,macOS,1766.37,7034,1024.0,SSD,1,4,5,1972.2702222222224,7.477247844853614,3.351125600486963
7035,HP,Intel i3,16,512GB SSD,Nvidia RTX 3080,15.6,1920x1080,9.9,3.3,macOS,1184.7,7035,512.0,SSD,1,1,7,1938.5187334437085,7.078088596464025,5.144372576387243
7036,Samsung,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,11.6,3.26,FreeDOS,1895.05,7036,512.0,SSD,1,3,5,1959.007248495271,7.547528053775267,9.963970247585623
7037,Samsung,Intel i3,64,256GB SSD,Nvidia RTX 3060,13.3,1366x768,10.9,2.9,FreeDOS,1553.35,7037,256.0,SSD,1,1,6,1959.007248495271,7.348812730793425,18.707362822865143
7038,Apple,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 2060,15.6,2560x1440,8.4,3.43,Linux,2685.69,7038,1024.0,HDD,0,2,5,2915.3642789223454,7.896065231658374,9.766294749014206
7039,Acer,Intel i9,8,1TB HDD,Nvidia GTX 1650,15.6,1920x1080,10.5,1.21,Linux,1470.64,7039,1024.0,HDD,0,4,2,1914.1085150214592,7.29413270416048,3.1769754659002025
7040,Apple,Intel i3,64,1TB HDD,AMD Radeon RX 6600,16.0,3840x2160,8.2,1.38,macOS,4472.97,7040,1024.0,HDD,0,1,3,2915.3642789223454,8.406031436618564,18.533212688278383
7041,Dell,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3060,15.6,3840x2160,7.8,2.65,macOS,1279.04,7041,1024.0,HDD,0,1,6,1972.2702222222224,7.154646606425392,1.6810624586899519
7042,HP,AMD Ryzen 3,16,2TB SSD,Integrated,13.3,1920x1080,4.2,1.77,macOS,590.47,7042,2048.0,SSD,1,1,1,1938.5187334437085,6.382610963619958,4.796072307213722
7043,MSI,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 3080,14.0,1366x768,7.4,2.9,FreeDOS,4279.89,7043,1024.0,SSD,1,4,7,2517.552226890756,8.361916210883734,19.35843936344165
7044,Apple,AMD Ryzen 7,8,2TB SSD,Nvidia RTX 2060,17.3,3840x2160,4.2,2.47,Windows,3286.53,7044,2048.0,SSD,1,3,5,2915.3642789223454,8.097891801919669,3.1534501019155456
7045,Dell,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6600,15.6,2560x1440,11.0,1.8,Windows,2253.58,7045,1024.0,HDD,0,3,3,1972.2702222222224,7.720718981817958,9.847870157861115
7046,Microsoft,Intel i5,4,512GB SSD,Nvidia GTX 1650,17.3,1366x768,5.2,2.87,Linux,874.87,7046,512.0,SSD,1,2,2,1975.2035489361701,6.775217678097267,1.6465377778123549
7047,Acer,AMD Ryzen 3,4,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,4.9,2.95,macOS,1303.85,7047,256.0,SSD,1,1,4,1914.1085150214592,7.173843370621659,1.5649623689654446
7048,Acer,Intel i3,8,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,6.5,2.31,Windows,1360.14,7048,256.0,SSD,1,1,2,1914.1085150214592,7.216077862901213,2.58394897018595
7049,HP,AMD Ryzen 3,64,1TB SSD,Nvidia RTX 3060,16.0,1366x768,10.1,2.83,macOS,1901.97,7049,1024.0,SSD,1,1,6,1938.5187334437085,7.551171102589649,18.707362822865143
7050,Razer,Intel i9,64,256GB SSD,Nvidia RTX 3060,15.6,1920x1080,6.0,2.07,macOS,5920.27,7050,256.0,SSD,1,4,6,2695.213804444444,8.686306231897447,19.300389318579395
7051,Asus,AMD Ryzen 7,32,2TB SSD,Integrated,14.0,1366x768,5.5,2.27,FreeDOS,1236.74,7051,2048.0,SSD,1,3,1,1927.3151416309015,7.121042415032972,9.731770068136608
7052,Microsoft,AMD Ryzen 5,32,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,8.3,1.29,macOS,1681.12,7052,1024.0,HDD,0,2,2,1975.2035489361701,7.427810181626582,9.592144614427443
7053,Razer,AMD Ryzen 9,32,256GB SSD,Nvidia RTX 3080,16.0,1366x768,7.8,2.68,macOS,3497.62,7053,256.0,SSD,1,4,7,2695.213804444444,8.160123884012169,10.277745835881547
7054,Asus,Intel i5,4,256GB SSD,Integrated,17.3,1366x768,9.4,2.25,FreeDOS,732.19,7054,256.0,SSD,1,2,1,1927.3151416309015,6.597404877029114,1.5884877329501013
7055,Asus,Intel i3,64,1TB HDD,Integrated,14.0,1366x768,10.5,3.05,Windows,914.56,7055,1024.0,HDD,0,1,1,1927.3151416309015,6.819535899924448,18.417112598553874
7056,Lenovo,Intel i7,64,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,11.5,2.1,Windows,2907.84,7056,512.0,SSD,1,3,2,1978.465790393013,7.975509655263748,18.870513640558965
7057,MSI,AMD Ryzen 9,64,256GB SSD,Nvidia GTX 1650,16.0,2560x1440,5.9,1.53,Windows,7128.62,7057,256.0,SSD,1,4,2,2517.552226890756,8.872013216055384,19.068189139130382
7058,Acer,Intel i7,4,1TB SSD,Nvidia RTX 2060,13.3,2560x1440,10.7,2.45,Windows,1323.17,7058,1024.0,SSD,1,3,5,1914.1085150214592,7.188541127046075,2.018363410970533
7059,Lenovo,Intel i7,32,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,10.4,2.05,Linux,3204.67,7059,1024.0,SSD,1,3,7,1978.465790393013,8.072676395869141,10.08007033731013
7060,Microsoft,AMD Ryzen 3,4,256GB SSD,Nvidia RTX 3080,17.3,3840x2160,8.2,2.72,Windows,1451.15,7060,256.0,SSD,1,1,7,1975.2035489361701,7.28080049583419,1.7391125035522053
7061,Razer,Intel i7,8,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,7.9,3.09,FreeDOS,1557.05,7061,1024.0,HDD,0,3,5,2695.213804444444,7.3511903183419305,3.1534501019155456
7062,Samsung,Intel i9,32,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,9.9,3.25,Linux,2523.44,7062,256.0,SSD,1,4,4,1959.007248495271,7.833774534933938,10.103595701294786
7063,Samsung,AMD Ryzen 7,16,256GB SSD,Nvidia GTX 1650,14.0,1366x768,11.8,2.98,Windows,1262.01,7063,256.0,SSD,1,3,2,1959.007248495271,7.1412530399755205,5.24947334921881
7064,Asus,AMD Ryzen 7,4,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,11.2,1.51,FreeDOS,1102.23,7064,512.0,SSD,1,3,2,1927.3151416309015,7.0059975197279165,1.8442132763837722
7065,HP,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,17.3,1366x768,10.0,3.4,Windows,1955.02,7065,1024.0,SSD,1,4,7,1938.5187334437085,7.578667075491364,5.737399072101496
7066,Apple,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,5.7,3.41,Linux,1782.01,7066,1024.0,SSD,1,2,2,2915.3642789223454,7.4860582263723705,2.781624468757368
7067,Lenovo,AMD Ryzen 9,16,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,4.7,2.74,FreeDOS,2782.14,7067,2048.0,SSD,1,4,5,1978.465790393013,7.931335065686414,5.621298982376989
7068,Acer,Intel i3,4,256GB SSD,Nvidia GTX 1650,17.3,1366x768,8.2,1.84,FreeDOS,603.41,7068,256.0,SSD,1,1,2,1914.1085150214592,6.4042527755959275,1.4488622792409376
7069,HP,AMD Ryzen 7,8,1TB HDD,AMD Radeon RX 6800,16.0,1920x1080,5.4,1.26,Windows,1306.24,7069,1024.0,HDD,0,3,4,1938.5187334437085,7.175673323392777,3.0954000570532925
7070,Samsung,AMD Ryzen 7,64,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,8.8,2.03,FreeDOS,3120.52,7070,256.0,SSD,1,3,4,1959.007248495271,8.04607534165731,18.98661373028347
7071,HP,Intel i7,4,256GB SSD,Nvidia GTX 1650,16.0,2560x1440,4.0,2.64,FreeDOS,1637.76,7071,256.0,SSD,1,3,2,1938.5187334437085,7.401695137271343,1.8442132763837722
7072,Apple,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3080,13.3,2560x1440,9.1,1.88,Linux,2314.61,7072,256.0,SSD,1,2,7,2915.3642789223454,7.747428430730678,5.342048074958661
7073,Razer,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 3060,17.3,1920x1080,6.6,2.06,FreeDOS,1992.14,7073,1024.0,SSD,1,2,6,2695.213804444444,7.597466563606182,5.283998030096408
7074,Asus,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,9.4,1.73,Windows,1154.66,7074,512.0,SSD,1,3,7,1927.3151416309015,7.052426888324186,2.13446350069504
7075,Microsoft,Intel i5,4,512GB SSD,Integrated,16.0,1920x1080,10.5,2.5,macOS,823.49,7075,512.0,SSD,1,2,1,1975.2035489361701,6.714765013363337,1.5884877329501013
7076,Lenovo,AMD Ryzen 9,32,512GB SSD,Integrated,15.6,3840x2160,4.2,1.25,macOS,3244.73,7076,512.0,SSD,1,4,1,1978.465790393013,8.08509556531735,9.929445566708026
7077,Acer,Intel i9,32,1TB SSD,Nvidia RTX 3060,17.3,2560x1440,5.3,1.86,FreeDOS,3577.1,7077,1024.0,SSD,1,4,6,1914.1085150214592,8.182587212252733,10.219695791019292
7078,Samsung,AMD Ryzen 5,32,512GB SSD,AMD Radeon RX 6600,17.3,2560x1440,8.9,2.52,macOS,2269.91,7078,512.0,SSD,1,2,3,1959.007248495271,7.727935911201374,9.650194659289697
7079,MSI,Intel i3,16,1TB HDD,Integrated,16.0,1366x768,9.8,2.83,Linux,719.75,7079,1024.0,HDD,0,1,1,2517.552226890756,6.580292336518512,4.796072307213722
7080,Lenovo,AMD Ryzen 7,8,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.2,3.25,macOS,2258.4,7080,1024.0,SSD,1,3,3,1978.465790393013,7.722854570292829,3.037350012191039
7081,Lenovo,Intel i5,8,1TB SSD,Nvidia RTX 2060,13.3,1366x768,6.7,1.32,Linux,892.02,7081,1024.0,SSD,1,2,5,1978.465790393013,6.794608977042277,2.9557746033441283
7082,HP,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,6.9,2.43,Windows,1511.47,7082,1024.0,HDD,0,3,4,1938.5187334437085,7.321499354997543,9.905920202723369
7083,Samsung,AMD Ryzen 3,64,512GB SSD,Nvidia RTX 3060,13.3,1366x768,8.3,1.99,FreeDOS,1765.01,7083,512.0,SSD,1,1,6,1959.007248495271,7.47647804366203,18.707362822865143
7084,MSI,Intel i3,4,2TB SSD,Nvidia RTX 3060,17.3,2560x1440,6.9,2.35,FreeDOS,1268.64,7084,2048.0,SSD,1,1,6,2517.552226890756,7.1464886747020335,1.6810624586899519
7085,Dell,Intel i9,16,512GB SSD,Nvidia RTX 2060,14.0,2560x1440,10.7,3.46,FreeDOS,2348.96,7085,512.0,SSD,1,4,5,1972.2702222222224,7.762153585716745,5.621298982376989
7086,Dell,Intel i7,8,2TB SSD,Integrated,17.3,1920x1080,7.0,1.52,FreeDOS,926.62,7086,2048.0,SSD,1,3,1,1972.2702222222224,6.8326221661666215,2.9212499224665316
7087,MSI,Intel i3,16,1TB HDD,Nvidia RTX 3060,14.0,1920x1080,7.2,1.78,Linux,1162.05,7087,1024.0,HDD,0,1,6,2517.552226890756,7.058801143855916,5.08632253152499
7088,MSI,AMD Ryzen 7,8,512GB SSD,Nvidia GTX 1650,15.6,3840x2160,6.5,3.49,Windows,3073.73,7088,512.0,SSD,1,3,2,2517.552226890756,8.030972371507495,2.979299967328785
7089,Asus,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 2060,17.3,1920x1080,11.2,2.12,macOS,823.35,7089,2048.0,SSD,1,1,5,1927.3151416309015,6.7145951970071875,2.758099104772711
7090,Apple,AMD Ryzen 9,16,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,11.5,3.2,FreeDOS,5299.79,7090,1024.0,SSD,1,4,4,2915.3642789223454,8.575611145036156,5.563248937514736
7091,Razer,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6600,15.6,1920x1080,8.3,1.45,Windows,1076.01,7091,1024.0,HDD,0,1,3,2695.213804444444,6.98194396216435,1.506912324103191
7092,Acer,Intel i9,64,512GB SSD,Nvidia GTX 1650,13.3,1366x768,7.5,2.1,macOS,3299.61,7092,512.0,SSD,1,4,2,1914.1085150214592,8.101862578857045,19.068189139130382
7093,Apple,Intel i9,16,512GB SSD,AMD Radeon RX 6600,13.3,1920x1080,7.5,2.22,Windows,3104.65,7093,512.0,SSD,1,4,3,2915.3642789223454,8.040978312233623,5.505198892652482
7094,Apple,AMD Ryzen 5,8,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,11.4,1.93,Linux,1340.04,7094,1024.0,HDD,0,2,3,2915.3642789223454,7.201200711323023,2.8396745136196215
7095,Lenovo,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3080,15.6,1920x1080,5.2,1.24,Windows,1522.47,7095,512.0,SSD,1,3,7,1978.465790393013,7.328745906732047,3.269550191640053
7096,Lenovo,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6600,17.3,3840x2160,11.9,1.74,Windows,2059.26,7096,256.0,SSD,1,3,3,1978.465790393013,7.630587467411595,1.9022633212460256
7097,Razer,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,10.0,2.11,FreeDOS,2016.81,7097,1024.0,SSD,1,3,5,2695.213804444444,7.6097680438545545,3.1534501019155456
7098,Razer,Intel i7,64,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,6.4,3.49,Windows,4122.65,7098,512.0,SSD,1,3,2,2695.213804444444,8.324493972476102,18.870513640558965
7099,Lenovo,AMD Ryzen 3,8,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,5.9,3.41,Linux,1030.77,7099,256.0,SSD,1,1,4,1978.465790393013,6.9390310529856425,2.7000490599104574
7100,Acer,AMD Ryzen 3,64,1TB HDD,AMD Radeon RX 6800,15.6,1366x768,10.5,3.09,macOS,1589.54,7100,1024.0,HDD,0,1,4,1914.1085150214592,7.371828860197072,18.591262733140635
7101,Razer,Intel i5,8,1TB HDD,AMD Radeon RX 6600,14.0,1366x768,10.1,2.37,Windows,854.48,7101,1024.0,HDD,0,2,3,2695.213804444444,6.751662714917537,2.8396745136196215
7102,MSI,AMD Ryzen 7,16,512GB SSD,Nvidia GTX 1650,17.3,2560x1440,9.0,2.03,Linux,2730.61,7102,512.0,SSD,1,3,2,2517.552226890756,7.912646457938338,5.24947334921881
7103,MSI,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 2060,13.3,2560x1440,5.2,2.75,Linux,2001.96,7103,1024.0,SSD,1,2,5,2517.552226890756,7.602381365421482,5.2259479852341535
7104,Razer,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 2060,14.0,3840x2160,10.4,2.8,Windows,3951.45,7104,1024.0,SSD,1,4,5,2695.213804444444,8.282090918782233,3.351125600486963
7105,HP,Intel i7,16,512GB SSD,Nvidia RTX 3060,16.0,3840x2160,11.7,2.52,Linux,2787.73,7105,512.0,SSD,1,3,6,1938.5187334437085,7.9333415740491295,5.481673528667825
7106,Lenovo,AMD Ryzen 5,32,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,11.5,3.43,FreeDOS,2101.67,7106,512.0,SSD,1,2,4,1978.465790393013,7.650963244702085,9.708244704151952
7107,HP,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 2060,15.6,1366x768,7.8,1.79,Windows,1340.82,7107,1024.0,HDD,0,4,5,1938.5187334437085,7.201782180368725,3.351125600486963
7108,Lenovo,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 3080,16.0,3840x2160,11.3,2.28,macOS,2844.53,7108,512.0,SSD,1,2,7,1978.465790393013,7.9535046209501745,9.882394838738712
7109,Apple,AMD Ryzen 5,8,2TB SSD,Nvidia GTX 1650,15.6,1920x1080,5.5,3.23,macOS,1558.65,7109,2048.0,SSD,1,2,2,2915.3642789223454,7.352216716096984,2.781624468757368
7110,Apple,AMD Ryzen 9,16,256GB SSD,Integrated,14.0,1920x1080,12.0,1.93,Windows,1935.61,7110,256.0,SSD,1,4,1,2915.3642789223454,7.568694300853038,5.3890988029279745
7111,Acer,AMD Ryzen 9,4,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,8.8,1.99,macOS,1415.22,7111,512.0,SSD,1,4,7,1914.1085150214592,7.255746629417065,2.3321389992664576
7112,Lenovo,AMD Ryzen 9,8,256GB SSD,Nvidia RTX 2060,14.0,1366x768,4.9,3.04,FreeDOS,1536.03,7112,256.0,SSD,1,4,5,1978.465790393013,7.337607261890727,3.351125600486963
7113,Asus,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.2,3.38,macOS,908.83,7113,512.0,SSD,1,1,3,1927.3151416309015,6.813257768872326,1.506912324103191
7114,Apple,AMD Ryzen 9,16,512GB SSD,Nvidia RTX 3080,15.6,3840x2160,4.9,2.32,Linux,5516.72,7114,512.0,SSD,1,4,7,2915.3642789223454,8.615720010466926,5.737399072101496
7115,HP,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 3080,13.3,1366x768,8.6,2.9,Linux,1541.37,7115,256.0,SSD,1,4,7,1938.5187334437085,7.341075473459655,5.737399072101496
7116,MSI,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,6.0,2.12,Linux,3069.65,7116,1024.0,SSD,1,3,6,2517.552226890756,8.02964454455474,3.2115001467777993
7117,Razer,Intel i9,64,1TB SSD,Integrated,13.3,2560x1440,5.0,3.41,FreeDOS,4449.09,7117,1024.0,SSD,1,4,1,2695.213804444444,8.40067959967487,19.010139094268126
7118,Samsung,Intel i7,4,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,6.4,3.07,Windows,1540.73,7118,256.0,SSD,1,3,5,1959.007248495271,7.340660441515692,2.018363410970533
7119,Apple,Intel i5,16,2TB SSD,Nvidia RTX 2060,16.0,2560x1440,6.2,3.48,Linux,2537.62,7119,2048.0,SSD,1,2,5,2915.3642789223454,7.839375905281193,5.2259479852341535
7120,MSI,Intel i7,32,256GB SSD,Integrated,14.0,2560x1440,5.2,2.43,Windows,2018.84,7120,256.0,SSD,1,3,1,2517.552226890756,7.610773579337345,9.731770068136608
7121,Microsoft,Intel i7,8,1TB HDD,Nvidia GTX 1650,16.0,2560x1440,7.5,1.61,Linux,1410.91,7121,1024.0,HDD,0,3,2,1975.2035489361701,7.252698676644976,2.979299967328785
7122,Dell,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,6.5,2.43,Windows,1358.41,7122,1024.0,SSD,1,2,5,1972.2702222222224,7.214806061072034,1.8206879123991155
7123,Lenovo,AMD Ryzen 5,4,2TB SSD,Integrated,17.3,3840x2160,4.8,1.51,Linux,1205.76,7123,2048.0,SSD,1,2,1,1978.465790393013,7.095694361226798,1.5884877329501013
7124,Apple,Intel i7,64,512GB SSD,Integrated,17.3,3840x2160,7.0,2.77,FreeDOS,5436.0,7124,512.0,SSD,1,3,1,2915.3642789223454,8.600982717145921,18.81246359569671
7125,Samsung,Intel i9,4,1TB SSD,Integrated,16.0,2560x1440,10.2,2.12,macOS,1352.32,7125,1024.0,SSD,1,4,1,1959.007248495271,7.210316111662387,1.983838730092936
7126,Dell,AMD Ryzen 7,4,512GB SSD,AMD Radeon RX 6800,15.6,1920x1080,4.0,2.51,Linux,1245.12,7126,512.0,SSD,1,3,4,1972.2702222222224,7.127790002896258,1.9603133661082792
7127,Dell,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 2060,13.3,1920x1080,10.5,3.08,macOS,1371.62,7127,512.0,SSD,1,3,5,1972.2702222222224,7.224476601255747,3.1534501019155456
7128,Asus,Intel i5,8,512GB SSD,Nvidia RTX 2060,15.6,1366x768,5.2,1.21,Linux,879.21,7128,512.0,SSD,1,2,5,1927.3151416309015,6.78016051536676,2.9557746033441283
7129,Microsoft,Intel i9,64,1TB SSD,Integrated,17.3,2560x1440,10.5,1.38,FreeDOS,3707.39,7129,1024.0,SSD,1,4,1,1975.2035489361701,8.218353099148455,19.010139094268126
7130,Samsung,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6800,14.0,1366x768,8.8,2.03,Linux,2342.17,7130,512.0,SSD,1,4,4,1959.007248495271,7.759259992427126,10.103595701294786
7131,Razer,Intel i3,8,2TB SSD,Nvidia RTX 3060,14.0,1366x768,10.9,2.09,Windows,1063.32,7131,2048.0,SSD,1,1,6,2695.213804444444,6.9700913765645085,2.816149149634964
7132,Asus,Intel i7,8,512GB SSD,Nvidia RTX 3060,17.3,1920x1080,6.2,2.61,FreeDOS,1499.76,7132,512.0,SSD,1,3,6,1927.3151416309015,7.313726925444752,3.2115001467777993
7133,Acer,Intel i7,32,2TB SSD,Nvidia GTX 1650,16.0,3840x2160,4.4,2.15,FreeDOS,3578.67,7133,2048.0,SSD,1,3,2,1914.1085150214592,8.183025896375073,9.78982011299886
7134,Dell,AMD Ryzen 9,32,1TB SSD,Integrated,13.3,3840x2160,9.1,1.33,macOS,3057.04,7134,1024.0,SSD,1,4,1,1972.2702222222224,8.025529466848194,9.929445566708026
7135,MSI,AMD Ryzen 7,64,2TB SSD,Integrated,13.3,1366x768,8.3,2.47,macOS,2249.78,7135,2048.0,SSD,1,3,1,2517.552226890756,7.719032101790127,18.81246359569671
7136,Samsung,AMD Ryzen 9,16,2TB SSD,Nvidia RTX 2060,14.0,1920x1080,8.5,2.29,FreeDOS,2015.3,7136,2048.0,SSD,1,4,5,1959.007248495271,7.6090194276440295,5.621298982376989
7137,Acer,Intel i5,16,2TB SSD,Nvidia RTX 3080,14.0,1366x768,9.7,2.72,macOS,1070.32,7137,2048.0,SSD,1,2,7,1914.1085150214592,6.976646812001186,5.342048074958661
7138,Asus,Intel i3,32,1TB HDD,AMD Radeon RX 6800,16.0,1920x1080,5.4,1.56,Windows,1241.43,7138,1024.0,HDD,0,1,4,1927.3151416309015,7.124824418355568,9.510569205580534
7139,Microsoft,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,10.7,1.71,macOS,974.28,7139,2048.0,SSD,1,1,3,1975.2035489361701,6.882724609256891,2.641999015048204
7140,MSI,AMD Ryzen 5,4,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,8.6,1.49,Windows,1591.81,7140,256.0,SSD,1,2,4,2517.552226890756,7.3732550309824125,1.762637867536862
7141,MSI,Intel i9,64,1TB SSD,Nvidia RTX 3060,14.0,1366x768,9.8,1.35,FreeDOS,4370.86,7141,1024.0,SSD,1,4,6,2517.552226890756,8.382943826825802,19.300389318579395
7142,MSI,Intel i5,32,1TB SSD,Nvidia RTX 2060,15.6,2560x1440,11.8,1.85,Windows,2713.97,7142,1024.0,SSD,1,2,5,2517.552226890756,7.90653618258323,9.766294749014206
7143,Dell,Intel i3,4,1TB SSD,AMD Radeon RX 6800,16.0,1920x1080,5.7,2.83,FreeDOS,922.48,7143,1024.0,SSD,1,1,4,1972.2702222222224,6.828149142664124,1.5649623689654446
7144,Lenovo,AMD Ryzen 3,32,1TB SSD,Nvidia GTX 1650,16.0,3840x2160,5.7,2.89,Linux,2282.21,7144,1024.0,SSD,1,1,2,1978.465790393013,7.73333762653078,9.394469115856026
7145,HP,Intel i9,8,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,6.8,2.27,Linux,3089.05,7145,512.0,SSD,1,4,4,1938.5187334437085,8.03594255099065,3.2930755556247098
7146,Razer,Intel i7,16,1TB HDD,AMD Radeon RX 6600,14.0,1366x768,7.5,1.54,macOS,1520.8,7146,1024.0,HDD,0,3,3,2695.213804444444,7.327649123742423,5.3075233940810636
7147,Lenovo,AMD Ryzen 5,4,1TB SSD,Nvidia GTX 1650,15.6,1366x768,11.2,2.25,Windows,973.4,7147,1024.0,SSD,1,2,2,1978.465790393013,6.881821896955633,1.6465377778123549
7148,Microsoft,AMD Ryzen 5,64,2TB SSD,Integrated,13.3,1920x1080,9.0,1.45,FreeDOS,1604.16,7148,2048.0,SSD,1,2,1,1975.2035489361701,7.380978719069071,18.61478809712529
7149,Dell,Intel i9,32,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,10.0,1.72,Windows,4660.52,7149,256.0,SSD,1,4,6,1972.2702222222224,8.447096854191987,10.219695791019292
7150,Samsung,Intel i7,64,256GB SSD,Integrated,14.0,1366x768,6.1,2.33,Linux,1703.36,7150,256.0,SSD,1,3,1,1959.007248495271,7.440944952681037,18.81246359569671
7151,Dell,Intel i7,64,512GB SSD,Nvidia RTX 3060,14.0,1366x768,7.4,2.43,Windows,2599.82,7151,512.0,SSD,1,3,6,1972.2702222222224,7.8635820589016845,19.102713820007978
7152,Asus,Intel i9,8,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,8.6,2.58,Linux,1809.23,7152,512.0,SSD,1,4,6,1927.3151416309015,7.501209188010136,3.4091756453492166
7153,Razer,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 2060,17.3,1366x768,9.1,3.14,Linux,3151.76,7153,512.0,SSD,1,2,5,2695.213804444444,8.056033538665067,18.846988276574308
